date,1. open,2. high,3. low,4. close,5. volume
2024-01-12,142.67,143.195,141.82,142.65,18785514.0
2024-01-11,143.49,145.22,140.635,142.08,24008722.0
2024-01-10,141.0,143.0,140.91,142.28,21320203.0
2024-01-09,138.5,141.485,138.15,140.95,24759598.0
2024-01-08,136.29,139.01,136.26,138.84,21403982.0
2024-01-05,136.745,137.1558,135.15,135.73,21661914.0
2024-01-04,138.42,139.16,136.35,136.39,27137735.0
2024-01-03,137.25,139.63,137.08,138.92,24212147.0
2024-01-02,138.55,139.45,136.48,138.17,23711220.0
2023-12-29,139.63,140.36,138.78,139.69,18733017.0
2023-12-28,140.78,141.14,139.75,140.23,16045712.0
2023-12-27,141.59,142.08,139.886,140.37,19567216.0
2023-12-26,141.59,142.68,141.19,141.52,16780333.0
2023-12-22,140.77,141.99,140.71,141.49,26532199.0
2023-12-21,139.49,140.685,139.18,140.42,27488284.0
2023-12-20,138.97,141.695,138.065,138.34,49107179.0
2023-12-19,136.84,137.47,136.08,136.65,25436155.0
2023-12-18,132.63,137.1478,132.43,135.8,32257967.0
2023-12-15,131.62,133.51,131.18,132.6,50847113.0
2023-12-14,133.38,133.72,129.685,131.94,38722413.0
2023-12-13,133.38,133.5,131.57,132.57,30104775.0
2023-12-12,131.81,133.0,131.26,132.52,29032831.0
2023-12-11,132.38,133.335,131.36,133.29,31138011.0
2023-12-08,134.2,136.4,134.025,134.99,32260112.0
2023-12-07,135.04,138.56,134.7,136.93,56767100.0
2023-12-06,131.44,131.84,129.875,130.02,22897543.0
2023-12-05,128.95,132.14,128.25,130.99,27384784.0
2023-12-04,129.88,130.03,127.9,129.27,36669876.0
